Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Type_L,Type_M,Temp_diff,Power,Wear_per_speed
302.1,311.2,1598,37.9,148,0,False,False,9.099999999999966,60564.2,0.09255784865540963
302.1,311.2,1454,59.2,153,1,True,False,9.099999999999966,86076.8,0.10515463917525773
302.1,311.2,1519,39.3,155,0,True,False,9.099999999999966,59696.7,0.10197368421052631
302.0,311.1,1373,55.7,157,0,True,False,9.100000000000023,76476.1,0.11426491994177583
302.0,311.1,1406,48.8,159,0,False,True,9.100000000000023,68612.8,0.11300639658848614
302.1,311.2,1492,45.0,162,0,True,False,9.099999999999966,67140.0,0.10850636302746149
302.1,311.2,1369,50.8,164,0,True,False,9.099999999999966,69545.2,0.11970802919708029
302.2,311.2,1471,41.9,166,0,False,True,9.0,61634.9,0.11277173913043478
302.2,311.2,1630,36.0,169,0,True,False,9.0,58680.0,0.10361741263028816
302.1,311.1,1605,37.6,171,0,False,True,9.0,60348.0,0.10647571606475716
302.2,311.1,1447,52.1,174,0,True,False,8.900000000000034,75388.7,0.12016574585635359
302.2,311.2,1360,52.8,176,0,False,True,9.0,71808.0,0.1293166789125643
302.2,311.1,1728,34.0,179,0,False,True,8.900000000000034,58752.0,0.10352805089647195
302.1,311.0,1740,30.8,182,0,True,False,8.899999999999977,53592.0,0.10453762205628948
302.1,310.9,1477,41.4,184,0,True,False,8.799999999999955,61147.799999999996,0.12449255751014884
302.1,310.9,1658,30.3,186,0,True,False,8.799999999999955,50237.4,0.11211573236889692
302.0,310.8,1902,23.4,188,0,True,False,8.800000000000011,44506.799999999996,0.09879138202837624
302.0,310.8,1783,23.1,190,0,False,True,8.800000000000011,41187.3,0.10650224215246637
302.0,310.9,1558,45.3,193,0,False,True,8.899999999999977,70577.4,0.12379730596536241
302.1,311.0,1351,49.5,196,0,True,False,8.899999999999977,66874.5,0.14497041420118342
302.1,310.9,1452,42.5,198,0,False,False,8.799999999999955,61710.0,0.13626978664831382
302.1,310.9,1666,30.7,203,0,True,False,8.799999999999955,51146.2,0.1217756448710258
302.1,311.0,1364,50.0,205,0,True,False,8.899999999999977,68200.0,0.15018315018315018
302.1,311.0,1351,60.3,207,1,False,True,8.899999999999977,81465.3,0.15310650887573965
302.1,311.0,1729,26.1,210,0,False,False,8.899999999999977,45126.9,0.12138728323699421
302.1,311.0,1574,34.1,215,0,False,True,8.899999999999977,53673.4,0.1365079365079365
302.0,311.0,1566,37.8,218,0,True,False,9.0,59194.799999999996,0.1391193363114231
302.0,310.9,1455,43.2,220,0,True,False,8.899999999999977,62856.00000000001,0.1510989010989011
302.0,310.9,1679,29.0,222,0,False,False,8.899999999999977,48691.0,0.13214285714285715
302.0,310.8,2143,17.3,227,0,True,False,8.800000000000011,37073.9,0.10587686567164178
302.0,310.8,1447,42.7,229,0,True,False,8.800000000000011,61786.9,0.15814917127071823
302.0,310.8,1383,50.3,231,1,True,False,8.800000000000011,69564.9,0.16690751445086704
302.1,310.8,1772,27.1,233,0,True,False,8.699999999999989,48021.200000000004,0.1314156796390299
302.0,310.8,1615,29.0,235,1,True,False,8.800000000000011,46835.0,0.1454207920792079
302.0,310.8,1454,36.6,0,0,True,False,8.800000000000011,53216.4,0.0
302.0,310.8,1445,49.1,2,0,True,False,8.800000000000011,70949.5,0.0013831258644536654
302.0,310.8,1609,35.2,4,0,False,True,8.800000000000011,56636.8,0.002484472049689441
302.0,310.9,1546,34.4,7,0,True,False,8.899999999999977,53182.399999999994,0.004524886877828055
301.9,310.8,1567,39.3,9,0,True,False,8.900000000000034,61583.1,0.005739795918367347
302.0,310.8,1767,27.4,11,0,True,False,8.800000000000011,48415.799999999996,0.006221719457013574
302.0,310.9,1539,34.2,13,0,True,False,8.899999999999977,52633.8,0.008441558441558441
302.0,310.9,1564,39.0,15,0,True,False,8.899999999999977,60996.0,0.009584664536741214
302.0,310.8,1445,46.3,17,0,False,True,8.800000000000011,66903.5,0.011756569847856155
301.9,310.9,1419,47.7,20,1,False,True,9.0,67686.3,0.014084507042253521
301.8,310.9,1881,20.9,23,0,False,True,9.099999999999966,39312.899999999994,0.012221041445270989
301.9,310.9,1421,46.2,26,0,False,True,9.0,65650.2,0.01828410689170183
301.9,311.0,1455,46.0,29,0,True,False,9.100000000000023,66930.0,0.019917582417582416
301.9,311.0,2691,12.1,31,1,True,False,9.100000000000023,32561.1,0.011515601783060922
301.8,310.8,1505,41.2,33,0,True,False,9.0,62006.00000000001,0.021912350597609563
301.8,310.8,1456,46.6,35,0,True,False,9.0,67849.6,0.024021962937542895
301.8,310.8,1383,46.4,37,0,True,False,9.0,64171.2,0.026734104046242775
301.9,310.8,1563,39.2,39,0,False,True,8.900000000000034,61269.600000000006,0.024936061381074168
301.9,310.9,2305,16.1,42,0,False,True,9.0,37110.5,0.01821335646140503
301.9,310.9,1456,43.6,45,0,False,True,9.0,63481.6,0.03088538091969801
302.0,311.0,1865,22.7,48,0,True,False,9.0,42335.5,0.02572347266881029
301.9,310.9,1597,36.9,50,0,True,False,9.0,58929.299999999996,0.03128911138923655
302.0,310.9,1495,38.6,52,0,True,False,8.899999999999977,57707.0,0.034759358288770054
302.0,310.9,1456,47.2,54,0,False,True,8.899999999999977,68723.2,0.03706245710363761
301.9,310.8,1465,44.3,57,0,True,False,8.900000000000034,64899.49999999999,0.038881309686221006
302.0,310.9,1352,55.5,59,0,False,True,8.899999999999977,75036.0,0.04360679970436068
301.9,310.8,1906,21.7,62,0,True,False,8.900000000000034,41360.2,0.032511798636601995
302.0,310.9,1446,44.0,64,0,True,False,8.899999999999977,63624.0,0.0442294402211472
302.0,310.8,1948,19.7,66,0,True,False,8.800000000000011,38375.6,0.03386351975371986
301.9,310.7,1480,47.1,68,0,True,False,8.800000000000011,69708.0,0.04591492234976367
301.9,310.7,1511,37.6,70,0,False,True,8.800000000000011,56813.6,0.046296296296296294
301.9,310.7,1472,47.0,73,0,False,True,8.800000000000011,69184.0,0.04955872369314324
301.9,310.7,1429,51.0,76,0,True,False,8.800000000000011,72879.0,0.05314685314685315
301.9,310.7,1405,48.8,78,0,True,False,8.800000000000011,68564.0,0.05547652916073969
301.9,310.7,1405,47.9,80,0,False,True,8.800000000000011,67299.5,0.05689900426742532
302.0,310.7,1348,58.1,83,0,True,False,8.699999999999989,78318.8,0.061527057079318014
301.9,310.6,1331,68.6,85,1,True,False,8.700000000000045,91306.59999999999,0.06381381381381382
301.9,310.6,1610,33.4,87,0,True,False,8.700000000000045,53774.0,0.054003724394785846
301.9,310.6,1412,46.5,89,0,False,True,8.700000000000045,65658.0,0.0629865534324133
302.0,310.7,1453,42.7,92,0,True,False,8.699999999999989,62043.100000000006,0.06327372764786796
302.0,310.6,1583,38.9,94,0,True,False,8.600000000000023,61578.7,0.059343434343434344
302.0,310.6,1539,37.4,96,0,False,True,8.600000000000023,57558.6,0.06233766233766234
302.0,310.5,1635,39.8,99,0,True,False,8.5,65072.99999999999,0.06051344743276284
302.1,310.7,1294,62.4,101,1,False,False,8.599999999999966,80745.59999999999,0.077992277992278
302.0,310.5,1978,22.0,106,0,True,False,8.5,43516.0,0.053562405255179385
302.0,310.4,1357,58.0,108,1,True,False,8.399999999999977,78706.0,0.07952871870397643
302.0,310.4,1336,58.2,110,1,True,False,8.399999999999977,77755.2,0.08227374719521316
302.0,310.4,1568,39.2,112,0,True,False,8.399999999999977,61465.600000000006,0.07138304652644997
302.0,310.4,1567,36.4,114,0,False,True,8.399999999999977,57038.799999999996,0.07270408163265306
302.0,310.4,1611,35.6,117,0,True,False,8.399999999999977,57351.600000000006,0.07258064516129033
302.0,310.5,1841,23.6,119,0,False,False,8.5,43447.600000000006,0.06460369163952226
302.0,310.5,1567,36.1,124,0,True,False,8.5,56568.700000000004,0.07908163265306123
301.9,310.4,1376,54.9,126,1,True,False,8.5,75542.4,0.0915032679738562
301.9,310.5,1477,42.4,128,0,True,False,8.600000000000023,62624.799999999996,0.08660351826792964
301.9,310.5,1590,40.3,130,0,False,True,8.600000000000023,64076.99999999999,0.08170961659333752
302.0,310.5,2197,15.8,133,0,True,False,8.5,34712.6,0.06050955414012739
302.0,310.4,1595,32.9,135,0,False,True,8.399999999999977,52475.5,0.08458646616541353
302.0,310.5,1812,24.4,138,0,False,False,8.5,44212.799999999996,0.07611693325979041
302.0,310.5,1573,32.1,143,0,False,True,8.5,50493.3,0.09085133418043202
302.0,310.5,1651,30.9,146,0,True,False,8.5,51015.899999999994,0.08837772397094432
302.0,310.5,1459,43.2,148,0,False,False,8.5,63028.8,0.10136986301369863
301.9,310.4,1370,51.7,153,1,True,False,8.5,70829.0,0.11159737417943107
301.9,310.4,1518,34.1,155,0,True,False,8.5,51763.8,0.10204081632653061
302.0,310.3,1648,29.6,157,0,True,False,8.300000000000011,48780.8,0.09520921770770163
302.0,310.4,1464,47.2,159,0,True,False,8.399999999999977,69100.8,0.10853242320819112
302.0,310.4,1895,23.2,161,0,True,False,8.399999999999977,43964.0,0.084915611814346
301.9,310.4,1884,23.4,163,0,True,False,8.5,44085.6,0.08647214854111406
302.0,310.4,1450,46.6,165,0,True,False,8.399999999999977,67570.0,0.11371467953135768
302.0,310.4,1448,43.4,167,0,True,False,8.399999999999977,62843.2,0.11525189786059352
302.1,310.5,1389,49.6,169,0,True,False,8.399999999999977,68894.40000000001,0.12158273381294964
302.0,310.6,1583,35.2,171,0,True,False,8.600000000000023,55721.600000000006,0.10795454545454546
301.9,310.5,1425,51.1,173,0,True,False,8.600000000000023,72817.5,0.12131837307152875
302.0,310.5,1809,27.1,175,0,True,False,8.5,49023.9,0.09668508287292818
301.9,310.5,1892,21.8,177,0,True,False,8.600000000000023,41245.6,0.09350237717908082
301.9,310.6,1475,47.8,179,0,False,True,8.700000000000045,70505.0,0.12127371273712736
302.0,310.6,1361,46.7,182,0,True,False,8.600000000000023,63558.700000000004,0.13362701908957417
302.0,310.6,1563,41.0,184,0,False,True,8.600000000000023,64083.0,0.11764705882352941
301.9,310.5,1472,39.7,187,0,False,False,8.600000000000023,58438.4,0.12695179904955872
302.0,310.6,1325,55.3,192,0,True,False,8.600000000000023,73272.5,0.14479638009049775
302.0,310.6,1358,53.1,194,0,True,False,8.600000000000023,72109.8,0.14275202354672553
302.0,310.6,1346,54.7,196,0,False,False,8.600000000000023,73626.2,0.14550853749072012
302.0,310.5,1381,58.4,201,0,False,True,8.5,80650.4,0.14544138929088277
301.9,310.5,1340,55.7,204,1,True,False,8.600000000000023,74638.0,0.15212527964205816
302.0,310.6,1366,47.7,206,0,True,False,8.600000000000023,65158.200000000004,0.1506949524506218
302.1,310.7,1325,45.1,208,1,True,False,8.599999999999966,59757.5,0.1568627450980392
302.1,310.7,1376,46.3,210,1,False,True,8.599999999999966,63708.799999999996,0.15250544662309368
302.1,310.7,1364,47.8,213,1,False,True,8.599999999999966,65199.2,0.15604395604395604
302.2,310.6,1462,43.6,0,0,True,False,8.400000000000034,63743.200000000004,0.0
302.1,310.6,1517,38.9,2,0,False,True,8.5,59011.299999999996,0.0013175230566534915
302.1,310.6,1385,53.6,5,0,True,False,8.5,74236.0,0.0036075036075036075
302.1,310.6,1439,40.0,7,0,True,False,8.5,57560.0,0.004861111111111111
302.0,310.6,1623,34.3,9,0,False,True,8.600000000000023,55668.899999999994,0.005541871921182266
302.0,310.6,1438,43.2,12,0,False,False,8.600000000000023,62121.600000000006,0.008339124391938846
301.9,310.4,1708,24.8,17,0,True,False,8.5,42358.4,0.00994733762434172
301.8,310.3,1666,32.7,19,0,False,True,8.5,54478.200000000004,0.011397720455908818
301.9,310.4,1286,62.8,22,1,True,False,8.5,80760.8,0.017094017094017096
301.9,310.3,1485,46.3,24,0,True,False,8.400000000000034,68755.5,0.016150740242261104
301.8,310.3,1409,52.5,26,0,False,True,8.5,73972.5,0.018439716312056736
301.8,310.3,1765,27.3,29,0,True,False,8.5,48184.5,0.01642129105322763
301.8,310.3,1688,28.8,31,0,True,False,8.5,48614.4,0.018354055654233273
301.7,310.3,1787,26.7,33,0,False,True,8.600000000000023,47712.9,0.018456375838926176
301.7,310.1,1487,48.0,36,0,True,False,8.400000000000034,71376.0,0.024193548387096774
301.7,310.1,1384,50.5,38,0,True,False,8.400000000000034,69892.0,0.027436823104693142
301.7,310.2,1311,57.4,40,1,True,False,8.5,75251.4,0.03048780487804878
301.7,310.2,1620,30.8,42,0,False,False,8.5,49896.0,0.025909932140653916
301.7,310.2,1331,61.2,47,1,True,False,8.5,81457.2,0.03528528528528529
301.7,310.1,1462,38.3,49,0,False,False,8.400000000000034,55994.6,0.03349282296650718
301.7,310.1,1424,50.2,54,0,True,False,8.400000000000034,71484.8,0.037894736842105266
301.7,310.1,1500,39.6,56,0,True,False,8.400000000000034,59400.0,0.037308461025982675
301.8,310.1,1738,28.0,58,0,True,False,8.300000000000011,48664.0,0.03335250143760782
301.8,310.3,1465,46.5,60,0,False,True,8.5,68122.5,0.040927694406548434
301.8,310.3,1482,41.4,63,0,True,False,8.5,61354.799999999996,0.04248145650708024
301.9,310.3,1398,44.0,65,0,True,False,8.400000000000034,61512.0,0.04646175839885633
301.9,310.3,1972,21.3,67,0,True,False,8.400000000000034,42003.6,0.03395843892549417
301.9,310.4,1603,37.6,69,0,True,False,8.5,60272.8,0.043017456359102244
301.9,310.4,1610,34.8,71,0,True,False,8.5,56027.99999999999,0.04407200496585972
301.9,310.4,1373,48.0,73,1,False,True,8.5,65904.0,0.05312954876273653
302.0,310.5,1425,44.7,76,0,False,True,8.5,63697.50000000001,0.05329593267882188
302.0,310.4,1212,55.6,79,1,False,True,8.399999999999977,67387.2,0.0651277823577906
302.0,310.4,1828,26.3,82,0,False,True,8.399999999999977,48076.4,0.0448332422088573
302.0,310.5,1370,44.4,85,1,True,False,8.5,60828.0,0.06199854121079504
302.0,310.5,1823,25.1,87,0,False,True,8.5,45757.3,0.047697368421052634
302.0,310.5,1263,60.6,90,1,True,False,8.5,76537.8,0.07120253164556962
301.9,310.4,1889,21.5,92,0,True,False,8.5,40613.5,0.04867724867724868
302.0,310.5,1639,32.9,94,0,False,True,8.5,53923.1,0.05731707317073171
302.0,310.4,1608,33.1,97,0,False,True,8.399999999999977,53224.8,0.06028589185829708
301.9,310.3,1653,32.4,100,0,False,False,8.400000000000034,53557.2,0.060459492140266025
302.0,310.4,1591,29.8,105,0,True,False,8.399999999999977,47411.8,0.06595477386934673
302.1,310.5,1696,30.9,107,0,True,False,8.399999999999977,52406.399999999994,0.06305244549204478
302.2,310.6,1346,47.5,109,1,True,False,8.400000000000034,63935.0,0.08092056421677803
302.2,310.5,1507,40.4,111,0,False,True,8.300000000000011,60882.799999999996,0.07360742705570292
302.3,310.6,1525,48.7,114,0,False,False,8.300000000000011,74267.5,0.07470511140235911
302.3,310.7,1559,33.9,119,0,False,True,8.399999999999977,52850.1,0.07628205128205129
302.2,310.6,1632,30.5,122,0,True,False,8.400000000000034,49776.0,0.0747091243110839
302.1,310.5,1559,36.0,124,0,True,False,8.399999999999977,56124.0,0.07948717948717948
302.2,310.6,1355,51.5,126,1,False,True,8.400000000000034,69782.5,0.09292035398230089
302.2,310.5,1832,23.7,129,0,False,True,8.300000000000011,43418.4,0.07037643207855974
302.2,310.6,1386,50.0,132,0,True,False,8.400000000000034,69300.0,0.09516943042537851
302.2,310.6,1346,49.2,134,1,False,True,8.400000000000034,66223.2,0.09948032665181886
302.3,310.7,1499,37.8,137,0,True,False,8.399999999999977,56662.2,0.09133333333333334
302.3,310.7,1612,33.4,139,0,True,False,8.399999999999977,53840.799999999996,0.08617482951022938
302.3,310.7,1544,39.7,141,0,False,True,8.399999999999977,61296.8,0.0912621359223301
302.5,310.9,1477,39.2,144,0,True,False,8.399999999999977,57898.4,0.09742895805142084
302.5,310.9,1624,34.4,146,0,True,False,8.399999999999977,55865.6,0.08984615384615384
302.4,310.9,1349,46.1,148,1,True,False,8.5,62188.9,0.10962962962962963
302.4,310.8,1686,28.8,150,0,True,False,8.400000000000034,48556.8,0.08891523414344991
302.4,310.7,1521,40.4,152,0,False,True,8.300000000000011,61448.4,0.09986859395532194
302.4,310.7,1362,54.8,155,1,True,False,8.300000000000011,74637.59999999999,0.11371973587674249
302.3,310.7,1402,50.9,157,0,True,False,8.399999999999977,71361.8,0.11190306486101212
302.2,310.6,1334,53.2,159,1,True,False,8.400000000000034,70968.8,0.11910112359550562
302.2,310.6,1348,48.4,161,1,True,False,8.400000000000034,65243.2,0.11934766493699037
302.2,310.6,1570,34.6,163,0,False,True,8.400000000000034,54322.0,0.1037555697008275
302.2,310.7,1601,33.0,166,0,False,True,8.5,52833.0,0.10362047440699126
302.3,310.8,1611,31.8,169,0,False,True,8.5,51229.8,0.10483870967741936
302.4,310.9,1560,31.8,172,0,True,False,8.5,49608.0,0.11018577834721333
302.4,310.9,1444,40.7,174,0,False,False,8.5,58770.8,0.12041522491349481
302.4,311.0,1317,59.4,179,0,True,False,8.600000000000023,78229.8,0.13581183611532624
302.5,311.0,1463,43.1,181,0,False,True,8.5,63055.3,0.12363387978142076
302.4,311.1,1634,34.2,184,0,True,False,8.700000000000045,55882.8,0.11253822629969419
302.4,311.0,1423,46.2,186,0,True,False,8.600000000000023,65742.6,0.1306179775280899
302.5,311.0,1548,38.4,188,0,True,False,8.5,59443.2,0.12136862491930278
302.5,311.0,1563,35.6,190,0,False,True,8.5,55642.8,0.12148337595907928
302.4,311.0,1573,36.5,193,0,True,False,8.600000000000023,57414.5,0.12261753494282084
302.4,311.1,1432,44.5,195,0,False,True,8.700000000000045,63724.0,0.1360781577110956
302.5,311.1,1638,32.0,198,0,False,True,8.600000000000023,52416.0,0.12080536912751678
302.5,311.1,1571,34.2,201,0,True,False,8.600000000000023,53728.200000000004,0.12786259541984732
302.4,311.0,2211,15.4,203,0,True,False,8.600000000000023,34049.4,0.09177215189873418
302.4,311.0,1555,40.6,205,0,True,False,8.600000000000023,63133.0,0.13174807197943444
302.3,310.9,1558,31.9,207,0,False,True,8.599999999999966,49700.2,0.13277742142398974
302.3,310.9,1523,43.2,210,0,False,True,8.599999999999966,65793.6,0.1377952755905512
302.3,310.8,1723,26.3,213,0,True,False,8.5,45314.9,0.12354988399071926
302.3,310.8,1721,28.4,215,0,False,True,8.5,48876.399999999994,0.1248548199767712
302.3,310.9,1710,30.4,218,1,False,True,8.599999999999966,51984.0,0.12741087083576855
302.3,310.9,1627,32.3,0,0,False,True,8.599999999999966,52552.1,0.0
302.2,310.8,1422,47.0,3,0,False,True,8.600000000000023,66834.0,0.0021082220660576245
302.1,310.8,1565,35.3,6,0,True,False,8.699999999999989,55244.49999999999,0.0038314176245210726
302.1,310.7,1314,52.8,8,1,True,False,8.599999999999966,69379.2,0.006083650190114068
302.0,310.6,1392,60.5,10,0,False,True,8.600000000000023,84216.0,0.007178750897343862
302.1,310.7,1465,40.7,13,0,True,False,8.599999999999966,59625.50000000001,0.008867667121418827
301.9,310.6,1573,36.6,15,0,True,False,8.700000000000045,57571.8,0.009529860228716646
302.0,310.7,2157,17.8,17,0,False,True,8.699999999999989,38394.6,0.007877664504170528
301.9,310.7,1370,50.3,20,0,True,False,8.800000000000011,68911.0,0.014587892049598834
301.9,310.6,1462,38.8,22,0,True,False,8.700000000000045,56725.6,0.015037593984962405
302.0,310.6,1479,40.5,24,0,False,True,8.600000000000023,59899.5,0.016216216216216217
301.9,310.7,1717,26.8,27,0,True,False,8.800000000000011,46015.6,0.01571594877764843
301.9,310.6,1260,65.9,29,0,False,True,8.700000000000045,83034.0,0.022997620935765267
301.9,310.6,1467,39.3,32,0,True,False,8.700000000000045,57653.1,0.021798365122615803
302.0,310.6,1535,38.6,34,0,False,True,8.600000000000023,59251.0,0.022135416666666668
302.0,310.7,1657,31.9,37,0,True,False,8.699999999999989,52858.299999999996,0.022316043425814235
302.0,310.7,1698,28.1,39,0,True,False,8.699999999999989,47713.8,0.022954679223072396
302.1,310.7,1359,49.3,41,1,True,False,8.599999999999966,66998.7,0.030147058823529412
302.1,310.8,1596,37.1,43,0,True,False,8.699999999999989,59211.600000000006,0.026925485284909206
302.2,310.8,1383,46.9,45,0,True,False,8.600000000000023,64862.7,0.03251445086705202
302.2,310.8,2203,16.6,47,0,True,False,8.600000000000023,36569.8,0.02132486388384755
